;hour_of_day;act1
1361;17.0;0.0
1362;18.0;0.0
1363;19.0;0.0
1364;20.0;0.0
1365;21.0;0.0
1366;22.0;0.0
1367;23.0;0.0
1368;0.0;0.0
1369;1.0;0.0
1370;2.0;0.0
1371;3.0;0.0
1372;4.0;0.0
1373;5.0;0.0
1374;6.0;0.0
1375;7.0;0.0
1376;8.0;0.0
1377;9.0;0.0
1378;10.0;0.0
1379;11.0;0.0
1380;12.0;0.0
1381;13.0;0.0
1382;14.0;0.0
1383;15.0;0.0
1384;16.0;0.0
1385;17.0;0.0
1386;18.0;0.0
1387;19.0;0.0
1388;20.0;0.0
1389;21.0;0.0
1390;22.0;0.0
1391;23.0;0.0
1392;0.0;0.0
1393;1.0;0.0
1394;2.0;0.0
1395;3.0;0.0
1396;4.0;0.0
1397;5.0;0.0
1398;6.0;0.0
1399;7.0;0.0
1400;8.0;0.0
1401;9.0;0.0
1402;10.0;0.0
1403;11.0;0.0
1404;12.0;0.0
1405;13.0;0.0
1406;14.0;0.0
1407;15.0;0.0
1408;16.0;0.0
1409;17.0;0.0
1410;18.0;0.0
1411;19.0;0.0
1412;20.0;0.0
1413;21.0;0.0
1414;22.0;0.0
1415;23.0;0.0
1416;0.0;0.0
1417;1.0;0.0
1418;2.0;0.0
1419;3.0;0.0
1420;4.0;0.0
1421;5.0;0.0
1422;6.0;0.0
1423;7.0;0.0
1424;8.0;0.0
1425;9.0;0.0
1426;10.0;0.0
1427;11.0;0.0
1428;12.0;0.0
1429;13.0;0.0
1430;14.0;0.0
1431;15.0;0.0
1432;16.0;0.0
1433;17.0;0.0
1434;18.0;0.0
1435;19.0;0.0
1436;20.0;0.0
1437;21.0;0.0
1438;22.0;0.0
1439;23.0;0.0
1440;0.0;0.0
1441;1.0;0.0
1442;2.0;0.0
1443;3.0;0.0
1444;4.0;0.0
1445;5.0;0.0
1446;6.0;0.0
1447;7.0;0.0
1448;8.0;0.0
1449;9.0;0.0
1450;10.0;0.0
1451;11.0;0.0
1452;12.0;0.0
1453;13.0;0.0
1454;14.0;0.0
1455;15.0;0.0
1456;16.0;0.0
1457;17.0;0.0
1458;18.0;0.0
1459;19.0;0.0
1460;20.0;0.0
1461;21.0;0.0
1462;22.0;0.0
1463;23.0;0.0
1464;0.0;0.0
1465;1.0;0.0
1466;2.0;0.0
1467;3.0;0.0
1468;4.0;0.0
1469;5.0;0.0
1470;6.0;0.0
1471;7.0;0.0
1472;8.0;0.0
1473;9.0;0.0
1474;10.0;0.0
1475;11.0;0.0
1476;12.0;0.0
1477;13.0;0.0
1478;14.0;0.0
1479;15.0;0.0
1480;16.0;0.0
1481;17.0;0.0
1482;18.0;0.0
1483;19.0;0.0
1484;20.0;0.0
1485;21.0;0.0
1486;22.0;0.0
1487;23.0;0.0
1488;0.0;0.0
1489;1.0;0.0
1490;2.0;0.0
1491;3.0;0.0
1492;4.0;0.0
1493;5.0;0.0
1494;6.0;0.0
1495;7.0;0.0
1496;8.0;0.0
1497;9.0;0.0
1498;10.0;0.0
1499;11.0;0.0
1500;12.0;0.0
1501;13.0;0.0
1502;14.0;0.0
1503;15.0;0.0
1504;16.0;0.0
1505;17.0;0.0
1506;18.0;0.0
1507;19.0;0.0
1508;20.0;0.0
1509;21.0;0.0
1510;22.0;0.0
1511;23.0;0.0
1512;0.0;0.0
1513;1.0;0.0
1514;2.0;0.0
1515;3.0;0.0
1516;4.0;0.0
1517;5.0;0.0
1518;6.0;0.0
1519;7.0;0.0
1520;8.0;0.0
1521;9.0;0.0
1522;10.0;0.0
1523;11.0;0.0
1524;12.0;0.0
1525;13.0;0.0
1526;14.0;0.0
1527;15.0;0.0
1528;16.0;0.0
1529;17.0;0.0
1530;18.0;0.0
1531;19.0;0.0
1532;20.0;0.0
1533;21.0;0.0
1534;22.0;0.0
1535;23.0;0.0
1536;0.0;0.0
1537;1.0;0.0
1538;2.0;0.0
1539;3.0;0.0
1540;4.0;0.0
1541;5.0;0.0
1542;6.0;0.0
1543;7.0;0.0
1544;8.0;0.0
1545;9.0;0.0
1546;10.0;0.0
1547;11.0;0.0
1548;12.0;0.0
1549;13.0;0.0
1550;14.0;0.0
1551;15.0;0.0
1552;16.0;0.0
1553;17.0;0.0
1554;18.0;0.0
1555;19.0;0.0
1556;20.0;0.0
1557;21.0;0.0
1558;22.0;0.0
1559;23.0;0.0
1560;0.0;0.0
1561;1.0;0.0
1562;2.0;0.0
1563;3.0;0.0
1564;4.0;0.0
1565;5.0;0.0
1566;6.0;0.0
1567;7.0;0.0
1568;8.0;0.0
1569;9.0;0.0
1570;10.0;0.0
1571;11.0;0.0
1572;12.0;0.0
1573;13.0;0.0
1574;14.0;0.0
1575;15.0;0.0
1576;16.0;0.0
1577;17.0;0.0
1578;18.0;0.0
1579;19.0;0.0
1580;20.0;0.0
1581;21.0;0.0
1582;22.0;0.0
1583;23.0;0.0
1584;0.0;0.0
1585;1.0;0.0
1586;2.0;0.0
1587;3.0;0.0
1588;4.0;0.0
1589;5.0;0.0
1590;6.0;0.0
1591;7.0;0.0
1592;8.0;0.0
1593;9.0;0.0
1594;10.0;0.0
1595;11.0;0.0
1596;12.0;0.0
1597;13.0;0.0
1598;14.0;0.0
1599;15.0;0.0
1600;16.0;0.0
1601;17.0;0.0
1602;18.0;0.0
1603;19.0;0.0
1604;20.0;0.0
1605;21.0;0.0
1606;22.0;0.0
1607;23.0;0.0
