;hour_of_day;act1
1361;17.0;0.0
1362;18.0;0.0
1363;19.0;5.0
1364;20.0;0.0
1365;21.0;0.0
1366;22.0;6.0
1367;23.0;6.0
1368;0.0;6.0
1369;1.0;6.0
1370;2.0;6.0
1371;3.0;6.0
1372;4.0;6.0
1373;5.0;6.0
1374;6.0;6.0
1375;7.0;6.0
1376;8.0;0.0
1377;9.0;4.0
1378;10.0;0.0
1379;11.0;0.0
1380;12.0;0.0
1381;13.0;3.0
1382;14.0;0.0
1383;15.0;4.0
1384;16.0;0.0
1385;17.0;0.0
1386;18.0;0.0
1387;19.0;5.0
1388;20.0;4.0
1389;21.0;0.0
1390;22.0;6.0
1391;23.0;6.0
1392;0.0;6.0
1393;1.0;6.0
1394;2.0;6.0
1395;3.0;6.0
1396;4.0;6.0
1397;5.0;6.0
1398;6.0;6.0
1399;7.0;6.0
1400;8.0;6.0
1401;9.0;1.0
1402;10.0;1.0
1403;11.0;4.0
1404;12.0;0.0
1405;13.0;3.0
1406;14.0;0.0
1407;15.0;0.0
1408;16.0;0.0
1409;17.0;0.0
1410;18.0;5.0
1411;19.0;5.0
1412;20.0;0.0
1413;21.0;0.0
1414;22.0;6.0
1415;23.0;6.0
1416;0.0;6.0
1417;1.0;6.0
1418;2.0;6.0
1419;3.0;6.0
1420;4.0;6.0
1421;5.0;6.0
1422;6.0;6.0
1423;7.0;6.0
1424;8.0;6.0
1425;9.0;6.0
1426;10.0;4.0
1427;11.0;0.0
1428;12.0;0.0
1429;13.0;3.0
1430;14.0;0.0
1431;15.0;0.0
1432;16.0;0.0
1433;17.0;0.0
1434;18.0;4.0
1435;19.0;5.0
1436;20.0;0.0
1437;21.0;4.0
1438;22.0;6.0
1439;23.0;6.0
1440;0.0;6.0
1441;1.0;6.0
1442;2.0;6.0
1443;3.0;6.0
1444;4.0;6.0
1445;5.0;6.0
1446;6.0;6.0
1447;7.0;6.0
1448;8.0;6.0
1449;9.0;4.0
1450;10.0;0.0
1451;11.0;0.0
1452;12.0;0.0
1453;13.0;3.0
1454;14.0;3.0
1455;15.0;0.0
1456;16.0;4.0
1457;17.0;0.0
1458;18.0;5.0
1459;19.0;5.0
1460;20.0;4.0
1461;21.0;0.0
1462;22.0;0.0
1463;23.0;6.0
1464;0.0;6.0
1465;1.0;6.0
1466;2.0;6.0
1467;3.0;6.0
1468;4.0;6.0
1469;5.0;6.0
1470;6.0;6.0
1471;7.0;6.0
1472;8.0;6.0
1473;9.0;1.0
1474;10.0;1.0
1475;11.0;4.0
1476;12.0;0.0
1477;13.0;3.0
1478;14.0;3.0
1479;15.0;0.0
1480;16.0;0.0
1481;17.0;0.0
1482;18.0;0.0
1483;19.0;5.0
1484;20.0;5.0
1485;21.0;0.0
1486;22.0;6.0
1487;23.0;6.0
1488;0.0;6.0
1489;1.0;6.0
1490;2.0;6.0
1491;3.0;6.0
1492;4.0;6.0
1493;5.0;6.0
1494;6.0;6.0
1495;7.0;0.0
1496;8.0;1.0
1497;9.0;1.0
1498;10.0;0.0
1499;11.0;0.0
1500;12.0;3.0
1501;13.0;3.0
1502;14.0;0.0
1503;15.0;4.0
1504;16.0;0.0
1505;17.0;0.0
1506;18.0;5.0
1507;19.0;0.0
1508;20.0;0.0
1509;21.0;0.0
1510;22.0;6.0
1511;23.0;6.0
1512;0.0;6.0
1513;1.0;6.0
1514;2.0;6.0
1515;3.0;6.0
1516;4.0;6.0
1517;5.0;6.0
1518;6.0;6.0
1519;7.0;6.0
1520;8.0;4.0
1521;9.0;0.0
1522;10.0;0.0
1523;11.0;0.0
1524;12.0;3.0
1525;13.0;3.0
1526;14.0;0.0
1527;15.0;0.0
1528;16.0;0.0
1529;17.0;4.0
1530;18.0;5.0
1531;19.0;5.0
1532;20.0;4.0
1533;21.0;0.0
1534;22.0;6.0
1535;23.0;6.0
1536;0.0;6.0
1537;1.0;6.0
1538;2.0;6.0
1539;3.0;6.0
1540;4.0;6.0
1541;5.0;6.0
1542;6.0;6.0
1543;7.0;6.0
1544;8.0;0.0
1545;9.0;4.0
1546;10.0;0.0
1547;11.0;0.0
1548;12.0;3.0
1549;13.0;0.0
1550;14.0;0.0
1551;15.0;0.0
1552;16.0;0.0
1553;17.0;0.0
1554;18.0;5.0
1555;19.0;0.0
1556;20.0;0.0
1557;21.0;4.0
1558;22.0;0.0
1559;23.0;6.0
1560;0.0;6.0
1561;1.0;6.0
1562;2.0;6.0
1563;3.0;6.0
1564;4.0;6.0
1565;5.0;6.0
1566;6.0;6.0
1567;7.0;6.0
1568;8.0;6.0
1569;9.0;1.0
1570;10.0;1.0
1571;11.0;4.0
1572;12.0;3.0
1573;13.0;3.0
1574;14.0;0.0
1575;15.0;0.0
1576;16.0;0.0
1577;17.0;0.0
1578;18.0;5.0
1579;19.0;5.0
1580;20.0;0.0
1581;21.0;0.0
1582;22.0;6.0
1583;23.0;6.0
1584;0.0;6.0
1585;1.0;6.0
1586;2.0;6.0
1587;3.0;6.0
1588;4.0;6.0
1589;5.0;6.0
1590;6.0;6.0
1591;7.0;0.0
1592;8.0;1.0
1593;9.0;1.0
1594;10.0;0.0
1595;11.0;0.0
1596;12.0;3.0
1597;13.0;3.0
1598;14.0;0.0
1599;15.0;0.0
1600;16.0;0.0
1601;17.0;0.0
1602;18.0;0.0
1603;19.0;5.0
1604;20.0;5.0
1605;21.0;0.0
1606;22.0;0.0
1607;23.0;6.0
1608;0.0;6.0
1609;1.0;6.0
1610;2.0;6.0
1611;3.0;6.0
1612;4.0;6.0
1613;5.0;6.0
1614;6.0;6.0
1615;7.0;6.0
1616;8.0;1.0
1617;9.0;1.0
1618;10.0;0.0
1619;11.0;0.0
1620;12.0;3.0
1621;13.0;3.0
1622;14.0;0.0
1623;15.0;0.0
1624;16.0;0.0
1625;17.0;0.0
1626;18.0;0.0
1627;19.0;4.0
1628;20.0;5.0
1629;21.0;0.0
1630;22.0;6.0
1631;23.0;6.0
1632;0.0;6.0
1633;1.0;6.0
1634;2.0;6.0
1635;3.0;6.0
1636;4.0;6.0
1637;5.0;6.0
1638;6.0;6.0
1639;7.0;6.0
1640;8.0;0.0
1641;9.0;1.0
1642;10.0;1.0
1643;11.0;4.0
1644;12.0;0.0
1645;13.0;3.0
1646;14.0;3.0
1647;15.0;0.0
1648;16.0;0.0
1649;17.0;0.0
1650;18.0;0.0
1651;19.0;5.0
1652;20.0;5.0
1653;21.0;0.0
1654;22.0;6.0
1655;23.0;6.0
1656;0.0;6.0
1657;1.0;6.0
1658;2.0;6.0
1659;3.0;6.0
1660;4.0;6.0
1661;5.0;6.0
1662;6.0;6.0
1663;7.0;6.0
1664;8.0;6.0
1665;9.0;1.0
1666;10.0;1.0
1667;11.0;0.0
1668;12.0;3.0
1669;13.0;3.0
1670;14.0;4.0
1671;15.0;0.0
1672;16.0;0.0
1673;17.0;0.0
1674;18.0;0.0
1675;19.0;5.0
1676;20.0;5.0
1677;21.0;0.0
1678;22.0;6.0
1679;23.0;6.0
1680;0.0;6.0
1681;1.0;6.0
1682;2.0;6.0
1683;3.0;6.0
1684;4.0;6.0
1685;5.0;6.0
1686;6.0;6.0
1687;7.0;6.0
1688;8.0;1.0
1689;9.0;1.0
1690;10.0;0.0
1691;11.0;0.0
1692;12.0;4.0
1693;13.0;0.0
1694;14.0;0.0
1695;15.0;0.0
1696;16.0;0.0
1697;17.0;4.0
1698;18.0;5.0
1699;19.0;5.0
1700;20.0;0.0
1701;21.0;0.0
1702;22.0;0.0
1703;23.0;6.0
1704;0.0;6.0
1705;1.0;6.0
1706;2.0;6.0
1707;3.0;6.0
1708;4.0;6.0
1709;5.0;6.0
1710;6.0;6.0
1711;7.0;6.0
1712;8.0;1.0
1713;9.0;1.0
1714;10.0;4.0
1715;11.0;0.0
1716;12.0;0.0
1717;13.0;3.0
1718;14.0;0.0
1719;15.0;0.0
1720;16.0;0.0
1721;17.0;0.0
1722;18.0;0.0
1723;19.0;4.0
1724;20.0;5.0
1725;21.0;0.0
1726;22.0;6.0
1727;23.0;6.0
1728;0.0;6.0
1729;1.0;6.0
1730;2.0;6.0
1731;3.0;6.0
1732;4.0;6.0
1733;5.0;6.0
1734;6.0;6.0
1735;7.0;6.0
1736;8.0;1.0
1737;9.0;1.0
1738;10.0;4.0
1739;11.0;0.0
1740;12.0;3.0
1741;13.0;3.0
1742;14.0;0.0
1743;15.0;0.0
1744;16.0;0.0
1745;17.0;0.0
1746;18.0;5.0
1747;19.0;5.0
1748;20.0;0.0
1749;21.0;0.0
1750;22.0;6.0
1751;23.0;6.0
1752;0.0;6.0
1753;1.0;6.0
1754;2.0;6.0
1755;3.0;6.0
1756;4.0;6.0
1757;5.0;6.0
1758;6.0;6.0
1759;7.0;1.0
1760;8.0;1.0
1761;9.0;4.0
1762;10.0;0.0
1763;11.0;0.0
1764;12.0;0.0
1765;13.0;3.0
1766;14.0;0.0
1767;15.0;0.0
1768;16.0;0.0
1769;17.0;0.0
1770;18.0;0.0
1771;19.0;5.0
1772;20.0;0.0
1773;21.0;0.0
1774;22.0;6.0
1775;23.0;6.0
1776;0.0;6.0
1777;1.0;6.0
1778;2.0;6.0
1779;3.0;6.0
1780;4.0;6.0
1781;5.0;6.0
1782;6.0;6.0
1783;7.0;6.0
1784;8.0;6.0
1785;9.0;1.0
1786;10.0;1.0
1787;11.0;0.0
1788;12.0;0.0
1789;13.0;3.0
1790;14.0;3.0
1791;15.0;0.0
1792;16.0;0.0
1793;17.0;0.0
1794;18.0;5.0
1795;19.0;5.0
1796;20.0;4.0
1797;21.0;0.0
1798;22.0;0.0
1799;23.0;6.0
1800;0.0;6.0
1801;1.0;6.0
1802;2.0;6.0
1803;3.0;6.0
1804;4.0;6.0
1805;5.0;6.0
1806;6.0;6.0
1807;7.0;1.0
1808;8.0;1.0
1809;9.0;0.0
1810;10.0;4.0
1811;11.0;0.0
1812;12.0;3.0
1813;13.0;3.0
1814;14.0;0.0
1815;15.0;0.0
1816;16.0;0.0
1817;17.0;0.0
1818;18.0;0.0
1819;19.0;5.0
1820;20.0;5.0
1821;21.0;0.0
1822;22.0;6.0
1823;23.0;6.0
1824;0.0;6.0
1825;1.0;6.0
1826;2.0;6.0
1827;3.0;6.0
1828;4.0;6.0
1829;5.0;6.0
1830;6.0;0.0
1831;7.0;0.0
1832;8.0;0.0
1833;9.0;1.0
1834;10.0;1.0
1835;11.0;0.0
1836;12.0;0.0
1837;13.0;3.0
1838;14.0;3.0
1839;15.0;4.0
1840;16.0;0.0
1841;17.0;0.0
1842;18.0;5.0
1843;19.0;0.0
1844;20.0;0.0
1845;21.0;0.0
1846;22.0;6.0
1847;23.0;6.0
1848;0.0;6.0
1849;1.0;6.0
1850;2.0;6.0
1851;3.0;6.0
1852;4.0;6.0
1853;5.0;6.0
1854;6.0;6.0
1855;7.0;6.0
1856;8.0;4.0
1857;9.0;0.0
1858;10.0;0.0
1859;11.0;0.0
1860;12.0;3.0
1861;13.0;3.0
1862;14.0;0.0
1863;15.0;0.0
1864;16.0;0.0
1865;17.0;0.0
1866;18.0;5.0
1867;19.0;5.0
1868;20.0;0.0
1869;21.0;0.0
1870;22.0;0.0
1871;23.0;6.0
1872;0.0;6.0
1873;1.0;6.0
1874;2.0;6.0
1875;3.0;6.0
1876;4.0;6.0
1877;5.0;6.0
1878;6.0;6.0
1879;7.0;6.0
1880;8.0;6.0
1881;9.0;6.0
1882;10.0;6.0
1883;11.0;4.0
1884;12.0;0.0
1885;13.0;3.0
1886;14.0;3.0
1887;15.0;0.0
1888;16.0;4.0
1889;17.0;0.0
1890;18.0;0.0
1891;19.0;5.0
1892;20.0;5.0
1893;21.0;0.0
1894;22.0;0.0
1895;23.0;6.0
1896;0.0;6.0
1897;1.0;6.0
1898;2.0;6.0
1899;3.0;6.0
1900;4.0;6.0
1901;5.0;6.0
1902;6.0;6.0
1903;7.0;6.0
1904;8.0;6.0
1905;9.0;6.0
1906;10.0;4.0
1907;11.0;0.0
1908;12.0;3.0
1909;13.0;0.0
1910;14.0;0.0
1911;15.0;0.0
1912;16.0;0.0
1913;17.0;0.0
1914;18.0;5.0
1915;19.0;5.0
1916;20.0;0.0
1917;21.0;0.0
1918;22.0;0.0
1919;23.0;6.0
1920;0.0;6.0
1921;1.0;6.0
1922;2.0;6.0
1923;3.0;6.0
1924;4.0;6.0
1925;5.0;6.0
1926;6.0;6.0
1927;7.0;6.0
1928;8.0;6.0
1929;9.0;4.0
1930;10.0;0.0
1931;11.0;0.0
1932;12.0;3.0
1933;13.0;3.0
1934;14.0;0.0
1935;15.0;4.0
1936;16.0;0.0
1937;17.0;0.0
1938;18.0;4.0
1939;19.0;5.0
1940;20.0;5.0
1941;21.0;0.0
1942;22.0;6.0
1943;23.0;6.0
1944;0.0;6.0
1945;1.0;6.0
1946;2.0;6.0
1947;3.0;6.0
1948;4.0;6.0
1949;5.0;6.0
1950;6.0;6.0
1951;7.0;1.0
1952;8.0;1.0
1953;9.0;4.0
1954;10.0;0.0
1955;11.0;0.0
1956;12.0;3.0
1957;13.0;0.0
1958;14.0;0.0
1959;15.0;0.0
1960;16.0;0.0
1961;17.0;0.0
1962;18.0;4.0
1963;19.0;5.0
1964;20.0;5.0
1965;21.0;0.0
1966;22.0;4.0
1967;23.0;6.0
1968;0.0;6.0
1969;1.0;6.0
1970;2.0;6.0
1971;3.0;6.0
1972;4.0;6.0
1973;5.0;6.0
1974;6.0;6.0
1975;7.0;6.0
1976;8.0;6.0
1977;9.0;0.0
1978;10.0;4.0
1979;11.0;0.0
1980;12.0;3.0
1981;13.0;0.0
1982;14.0;0.0
1983;15.0;0.0
1984;16.0;4.0
1985;17.0;0.0
1986;18.0;5.0
1987;19.0;5.0
1988;20.0;0.0
1989;21.0;0.0
1990;22.0;0.0
1991;23.0;6.0
1992;0.0;6.0
1993;1.0;6.0
1994;2.0;6.0
1995;3.0;6.0
1996;4.0;6.0
1997;5.0;6.0
1998;6.0;6.0
1999;7.0;6.0
2000;8.0;6.0
2001;9.0;1.0
2002;10.0;1.0
2003;11.0;0.0
2004;12.0;3.0
2005;13.0;3.0
2006;14.0;4.0
2007;15.0;0.0
2008;16.0;0.0
2009;17.0;0.0
2010;18.0;0.0
2011;19.0;5.0
2012;20.0;0.0
2013;21.0;0.0
2014;22.0;6.0
2015;23.0;6.0
2016;0.0;6.0
2017;1.0;6.0
2018;2.0;6.0
2019;3.0;6.0
2020;4.0;6.0
2021;5.0;6.0
2022;6.0;6.0
2023;7.0;1.0
2024;8.0;1.0
2025;9.0;4.0
2026;10.0;0.0
2027;11.0;4.0
2028;12.0;0.0
2029;13.0;3.0
2030;14.0;3.0
2031;15.0;0.0
2032;16.0;0.0
2033;17.0;4.0
2034;18.0;5.0
2035;19.0;5.0
2036;20.0;0.0
2037;21.0;0.0
2038;22.0;6.0
2039;23.0;6.0
2040;0.0;6.0
2041;1.0;6.0
2042;2.0;6.0
2043;3.0;6.0
2044;4.0;6.0
2045;5.0;6.0
2046;6.0;6.0
2047;7.0;0.0
2048;8.0;4.0
2049;9.0;1.0
2050;10.0;0.0
2051;11.0;0.0
2052;12.0;0.0
2053;13.0;3.0
2054;14.0;0.0
2055;15.0;0.0
2056;16.0;0.0
2057;17.0;0.0
2058;18.0;5.0
2059;19.0;0.0
2060;20.0;0.0
2061;21.0;0.0
2062;22.0;6.0
2063;23.0;6.0
